question,supporting_information
Can you help me generate a military course of action given the support information?,"[{'unit_id': 1, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 36, 'y': 166}}, {'unit_id': 2, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 46, 'y': 21}}, {'unit_id': 3, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 77, 'y': 37}}, {'unit_id': 4, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 90, 'y': 62}}, {'unit_id': 5, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 25, 'y': 168}}, {'unit_id': 6, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 22, 'y': 118}}, {'unit_id': 7, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 29, 'y': 13}}, {'unit_id': 8, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 70, 'y': 123}}, {'unit_id': 9, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 40, 'y': 127}}, {'unit_id': 10, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 34, 'y': 99}}, {'unit_id': 11, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 178, 'y': 109}}, {'unit_id': 12, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 194, 'y': 186}}, {'unit_id': 13, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 110, 'y': 1}}, {'unit_id': 14, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 144, 'y': 72}}, {'unit_id': 15, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 154, 'y': 175}}, {'unit_id': 16, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 165, 'y': 6}}, {'unit_id': 17, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 195, 'y': 42}}, {'unit_id': 18, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 141, 'y': 160}}, {'unit_id': 19, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 132, 'y': 140}}, {'unit_id': 20, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 186, 'y': 147}}]"
Can you help me generate a military course of action given the support information?,"[{'unit_id': 1, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 55, 'y': 133}}, {'unit_id': 2, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 48, 'y': 148}}, {'unit_id': 3, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 16, 'y': 112}}, {'unit_id': 4, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 27, 'y': 146}}, {'unit_id': 5, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 47, 'y': 51}}, {'unit_id': 6, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 48, 'y': 99}}, {'unit_id': 7, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 46, 'y': 183}}, {'unit_id': 8, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 51, 'y': 138}}, {'unit_id': 9, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 18, 'y': 135}}, {'unit_id': 10, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 85, 'y': 143}}, {'unit_id': 11, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 125, 'y': 29}}, {'unit_id': 12, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 184, 'y': 195}}, {'unit_id': 13, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 171, 'y': 7}}, {'unit_id': 14, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 191, 'y': 144}}, {'unit_id': 15, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 154, 'y': 116}}, {'unit_id': 16, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 119, 'y': 88}}, {'unit_id': 17, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 168, 'y': 155}}, {'unit_id': 18, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 151, 'y': 59}}, {'unit_id': 19, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 170, 'y': 91}}, {'unit_id': 20, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 128, 'y': 8}}]"
Can you help me generate a military course of action given the support information?,"[{'unit_id': 1, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 38, 'y': 179}}, {'unit_id': 2, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 19, 'y': 58}}, {'unit_id': 3, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 28, 'y': 2}}, {'unit_id': 4, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 15, 'y': 80}}, {'unit_id': 5, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 62, 'y': 117}}, {'unit_id': 6, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 35, 'y': 18}}, {'unit_id': 7, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 83, 'y': 193}}, {'unit_id': 8, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 86, 'y': 18}}, {'unit_id': 9, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 39, 'y': 148}}, {'unit_id': 10, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 24, 'y': 55}}, {'unit_id': 11, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 131, 'y': 72}}, {'unit_id': 12, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 108, 'y': 38}}, {'unit_id': 13, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 140, 'y': 39}}, {'unit_id': 14, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 194, 'y': 86}}, {'unit_id': 15, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 183, 'y': 136}}, {'unit_id': 16, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 191, 'y': 70}}, {'unit_id': 17, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 106, 'y': 73}}, {'unit_id': 18, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 114, 'y': 152}}, {'unit_id': 19, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 105, 'y': 149}}, {'unit_id': 20, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 160, 'y': 97}}]"
Can you help me generate a military course of action given the support information?,"[{'unit_id': 1, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 84, 'y': 119}}, {'unit_id': 2, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 28, 'y': 191}}, {'unit_id': 3, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 50, 'y': 5}}, {'unit_id': 4, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 76, 'y': 131}}, {'unit_id': 5, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 62, 'y': 89}}, {'unit_id': 6, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 19, 'y': 168}}, {'unit_id': 7, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 16, 'y': 48}}, {'unit_id': 8, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 56, 'y': 55}}, {'unit_id': 9, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 81, 'y': 163}}, {'unit_id': 10, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 32, 'y': 53}}, {'unit_id': 11, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 135, 'y': 133}}, {'unit_id': 12, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 141, 'y': 5}}, {'unit_id': 13, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 129, 'y': 79}}, {'unit_id': 14, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 148, 'y': 51}}, {'unit_id': 15, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 186, 'y': 73}}, {'unit_id': 16, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 175, 'y': 106}}, {'unit_id': 17, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 200, 'y': 158}}, {'unit_id': 18, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 187, 'y': 57}}, {'unit_id': 19, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 175, 'y': 142}}, {'unit_id': 20, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 140, 'y': 126}}]"
Can you help me generate a military course of action given the support information?,"[{'unit_id': 1, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 71, 'y': 6}}, {'unit_id': 2, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 59, 'y': 69}}, {'unit_id': 3, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 10, 'y': 89}}, {'unit_id': 4, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 28, 'y': 115}}, {'unit_id': 5, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 4, 'y': 177}}, {'unit_id': 6, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 89, 'y': 85}}, {'unit_id': 7, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 64, 'y': 12}}, {'unit_id': 8, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 59, 'y': 198}}, {'unit_id': 9, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 46, 'y': 9}}, {'unit_id': 10, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 88, 'y': 103}}, {'unit_id': 11, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 189, 'y': 90}}, {'unit_id': 12, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 122, 'y': 145}}, {'unit_id': 13, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 105, 'y': 178}}, {'unit_id': 14, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 177, 'y': 141}}, {'unit_id': 15, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 105, 'y': 65}}, {'unit_id': 16, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 155, 'y': 148}}, {'unit_id': 17, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 168, 'y': 150}}, {'unit_id': 18, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 170, 'y': 154}}, {'unit_id': 19, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 146, 'y': 178}}, {'unit_id': 20, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 159, 'y': 54}}]"
Can you help me generate a military course of action given the support information?,"[{'unit_id': 1, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 35, 'y': 177}}, {'unit_id': 2, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 1, 'y': 191}}, {'unit_id': 3, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 78, 'y': 79}}, {'unit_id': 4, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 56, 'y': 130}}, {'unit_id': 5, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 12, 'y': 199}}, {'unit_id': 6, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 75, 'y': 57}}, {'unit_id': 7, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 25, 'y': 119}}, {'unit_id': 8, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 21, 'y': 48}}, {'unit_id': 9, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 86, 'y': 82}}, {'unit_id': 10, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 11, 'y': 173}}, {'unit_id': 11, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 119, 'y': 46}}, {'unit_id': 12, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 114, 'y': 176}}, {'unit_id': 13, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 196, 'y': 75}}, {'unit_id': 14, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 174, 'y': 200}}, {'unit_id': 15, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 185, 'y': 179}}, {'unit_id': 16, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 141, 'y': 81}}, {'unit_id': 17, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 141, 'y': 186}}, {'unit_id': 18, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 108, 'y': 128}}, {'unit_id': 19, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 185, 'y': 112}}, {'unit_id': 20, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 162, 'y': 103}}]"
Can you help me generate a military course of action given the support information?,"[{'unit_id': 1, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 15, 'y': 79}}, {'unit_id': 2, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 58, 'y': 197}}, {'unit_id': 3, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 12, 'y': 164}}, {'unit_id': 4, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 58, 'y': 42}}, {'unit_id': 5, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 69, 'y': 162}}, {'unit_id': 6, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 45, 'y': 19}}, {'unit_id': 7, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 57, 'y': 181}}, {'unit_id': 8, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 17, 'y': 156}}, {'unit_id': 9, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 7, 'y': 25}}, {'unit_id': 10, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 69, 'y': 107}}, {'unit_id': 11, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 172, 'y': 88}}, {'unit_id': 12, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 168, 'y': 198}}, {'unit_id': 13, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 131, 'y': 175}}, {'unit_id': 14, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 196, 'y': 13}}, {'unit_id': 15, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 152, 'y': 197}}, {'unit_id': 16, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 124, 'y': 78}}, {'unit_id': 17, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 118, 'y': 158}}, {'unit_id': 18, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 116, 'y': 8}}, {'unit_id': 19, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 200, 'y': 12}}, {'unit_id': 20, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 122, 'y': 62}}]"
Can you help me generate a military course of action given the support information?,"[{'unit_id': 1, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 63, 'y': 187}}, {'unit_id': 2, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 8, 'y': 58}}, {'unit_id': 3, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 89, 'y': 132}}, {'unit_id': 4, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 44, 'y': 107}}, {'unit_id': 5, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 69, 'y': 121}}, {'unit_id': 6, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 50, 'y': 135}}, {'unit_id': 7, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 24, 'y': 169}}, {'unit_id': 8, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 79, 'y': 29}}, {'unit_id': 9, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 20, 'y': 122}}, {'unit_id': 10, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 57, 'y': 148}}, {'unit_id': 11, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 111, 'y': 75}}, {'unit_id': 12, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 133, 'y': 170}}, {'unit_id': 13, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 120, 'y': 178}}, {'unit_id': 14, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 110, 'y': 103}}, {'unit_id': 15, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 128, 'y': 119}}, {'unit_id': 16, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 157, 'y': 150}}, {'unit_id': 17, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 191, 'y': 25}}, {'unit_id': 18, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 166, 'y': 52}}, {'unit_id': 19, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 132, 'y': 23}}, {'unit_id': 20, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 123, 'y': 190}}]"
Can you help me generate a military course of action given the support information?,"[{'unit_id': 1, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 74, 'y': 128}}, {'unit_id': 2, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 47, 'y': 173}}, {'unit_id': 3, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 38, 'y': 0}}, {'unit_id': 4, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 90, 'y': 108}}, {'unit_id': 5, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 23, 'y': 0}}, {'unit_id': 6, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 46, 'y': 184}}, {'unit_id': 7, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 84, 'y': 122}}, {'unit_id': 8, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 37, 'y': 92}}, {'unit_id': 9, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 24, 'y': 26}}, {'unit_id': 10, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 6, 'y': 10}}, {'unit_id': 11, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 186, 'y': 167}}, {'unit_id': 12, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 147, 'y': 181}}, {'unit_id': 13, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 181, 'y': 128}}, {'unit_id': 14, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 146, 'y': 111}}, {'unit_id': 15, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 160, 'y': 187}}, {'unit_id': 16, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 124, 'y': 26}}, {'unit_id': 17, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 156, 'y': 15}}, {'unit_id': 18, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 136, 'y': 21}}, {'unit_id': 19, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 140, 'y': 63}}, {'unit_id': 20, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 190, 'y': 192}}]"
Can you help me generate a military course of action given the support information?,"[{'unit_id': 1, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 1, 'y': 21}}, {'unit_id': 2, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 29, 'y': 200}}, {'unit_id': 3, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 57, 'y': 182}}, {'unit_id': 4, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 4, 'y': 85}}, {'unit_id': 5, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 81, 'y': 46}}, {'unit_id': 6, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 82, 'y': 76}}, {'unit_id': 7, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 87, 'y': 119}}, {'unit_id': 8, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 9, 'y': 119}}, {'unit_id': 9, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 11, 'y': 24}}, {'unit_id': 10, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 87, 'y': 182}}, {'unit_id': 11, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 187, 'y': 119}}, {'unit_id': 12, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 142, 'y': 153}}, {'unit_id': 13, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 118, 'y': 187}}, {'unit_id': 14, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 161, 'y': 139}}, {'unit_id': 15, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 131, 'y': 178}}, {'unit_id': 16, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 177, 'y': 61}}, {'unit_id': 17, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 112, 'y': 81}}, {'unit_id': 18, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 194, 'y': 39}}, {'unit_id': 19, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 151, 'y': 60}}, {'unit_id': 20, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 126, 'y': 104}}]"
Can you help me generate a military course of action given the support information?,"[{'unit_id': 1, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 79, 'y': 35}}, {'unit_id': 2, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 31, 'y': 200}}, {'unit_id': 3, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 74, 'y': 173}}, {'unit_id': 4, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 37, 'y': 92}}, {'unit_id': 5, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 13, 'y': 6}}, {'unit_id': 6, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 84, 'y': 58}}, {'unit_id': 7, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 74, 'y': 123}}, {'unit_id': 8, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 55, 'y': 104}}, {'unit_id': 9, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 42, 'y': 140}}, {'unit_id': 10, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 52, 'y': 129}}, {'unit_id': 11, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 137, 'y': 11}}, {'unit_id': 12, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 164, 'y': 191}}, {'unit_id': 13, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 106, 'y': 84}}, {'unit_id': 14, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 135, 'y': 153}}, {'unit_id': 15, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 170, 'y': 27}}, {'unit_id': 16, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 192, 'y': 160}}, {'unit_id': 17, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 150, 'y': 84}}, {'unit_id': 18, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 179, 'y': 196}}, {'unit_id': 19, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 154, 'y': 176}}, {'unit_id': 20, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 133, 'y': 185}}]"
Can you help me generate a military course of action given the support information?,"[{'unit_id': 1, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 50, 'y': 105}}, {'unit_id': 2, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 40, 'y': 169}}, {'unit_id': 3, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 65, 'y': 63}}, {'unit_id': 4, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 23, 'y': 59}}, {'unit_id': 5, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 19, 'y': 82}}, {'unit_id': 6, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 34, 'y': 133}}, {'unit_id': 7, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 49, 'y': 65}}, {'unit_id': 8, 'unit_type': 'Armor', 'alliance': 'Friendly', 'position': {'x': 44, 'y': 81}}, {'unit_id': 9, 'unit_type': 'Artillery', 'alliance': 'Friendly', 'position': {'x': 78, 'y': 170}}, {'unit_id': 10, 'unit_type': 'Aviation', 'alliance': 'Friendly', 'position': {'x': 63, 'y': 156}}, {'unit_id': 11, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 187, 'y': 90}}, {'unit_id': 12, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 197, 'y': 187}}, {'unit_id': 13, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 166, 'y': 193}}, {'unit_id': 14, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 148, 'y': 133}}, {'unit_id': 15, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 166, 'y': 25}}, {'unit_id': 16, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 117, 'y': 55}}, {'unit_id': 17, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 142, 'y': 31}}, {'unit_id': 18, 'unit_type': 'Aviation', 'alliance': 'Hostile', 'position': {'x': 147, 'y': 107}}, {'unit_id': 19, 'unit_type': 'Artillery', 'alliance': 'Hostile', 'position': {'x': 167, 'y': 77}}, {'unit_id': 20, 'unit_type': 'Armor', 'alliance': 'Hostile', 'position': {'x': 111, 'y': 159}}]"
